trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
633,False,"{'a': 0.4, 'e': 0.0017820337691014916}",20,8,19.62462847034246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.4, 'e': 0.0017643022368343355}",20,8,19.63073340424208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.4, 'e': 0.0017467471362611182}",20,7,27.267843110500742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.4, 'e': 0.0017293667118571557}",20,9,19.38397705228697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.4, 'e': 0.0017121592255655228}",25,8,31.180451827435423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.4, 'e': 0.0016951229566232505}",20,10,16.972667772733203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.4, 'e': 0.0016782562013892464}",20,11,14.547138109232655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.4, 'e': 0.001661557273173934}",20,10,16.6177412802072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.0016450245020705747}",25,11,25.843670256599307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.4, 'e': 0.0016286562347882806}",20,9,22.34755410375446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.4, 'e': 0.0016124508344866836}",30,11,30.15423863420435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.4, 'e': 0.0015964066806122474}",20,8,18.043861432885006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.001580522168736217}",25,13,20.357937698887756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.4, 'e': 0.0015647957103941666}",20,7,23.10877341859941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.4, 'e': 0.0015492257329271562}",25,17,16.206579711706187,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.4, 'e': 0.001533810679324463}",20,16,8.423384490122654,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.4, 'e': 0.0015185490080678835}",20,9,19.66480248933917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.4, 'e': 0.0015034391929775724}",30,20,20.339637789765433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.4, 'e': 0.0014884797230594294}",25,16,16.234430307393822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.0014736691023539948}",25,14,22.684424112214455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.0014590058497868585}",25,5,38.527656848265316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.0014444884990205433}",25,11,27.36254830338106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.0014301155983078744}",30,8,39.49120341958474,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.0014158857103468022}",20,15,10.28235659514036,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.4, 'e': 0.0014017974121366744}",25,7,31.637855892838985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.4, 'e': 0.001387849294835929}",30,18,24.669352710151646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.0013740399636212118}",30,9,34.900215621344714,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.4, 'e': 0.0013603680375478928}",20,12,13.010387764349433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.4, 'e': 0.0013468321494119735}",20,15,11.192086299030311,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.0013334309456133593}",25,15,19.28905621524136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.4, 'e': 0.0013201630860205026}",20,16,8.457174782667174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.0013070272438363863}",20,16,8.416754439989095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.4, 'e': 0.001294022105465848}",25,10,30.75187188805985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.4, 'e': 0.0012811463703842113}",25,12,25.762576396632383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.0012683987510072388}",25,15,-25.88614382965558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
668,False,"{'a': 0.4, 'e': 0.0012557779725623694}",25,12,21.861711582006595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.4, 'e': 0.0012432827729612404}",25,19,12.252909669673496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.4, 'e': 0.001230911902673481}",20,16,7.125672602453441,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.4, 'e': 0.0012186641246017523}",30,17,23.056889151896733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.0012065382139580404}",25,16,11.515145327796267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.4, 'e': 0.0011945329581411752}",20,10,19.6310549634746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.0011826471566155727}",25,16,18.1078037630361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.4, 'e': 0.0011708796207911744}",20,9,14.353466503114527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.0011592291739045914}",25,4,18.38312641369452,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.4, 'e': 0.0011476946509014253}",20,6,23.1941189308938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.0011362748983197658}",20,10,16.19159134064834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.4, 'e': 0.0011249687741748374}",25,15,17.892992553567307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.0011137751478448032}",25,11,25.14242378987075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.4, 'e': 0.0011026928999577018}",25,20,11.072701282836643,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.4, 'e': 0.0010917209222795108}",20,13,10.82189615164034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.0010808581176033184}",25,11,27.87687877359358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.4, 'e': 0.0010701033996396044}",20,7,23.62453942445936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.4, 'e': 0.001059455692907609}",30,16,25.139329042026628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.4, 'e': 0.0010489139326277882}",20,11,11.878373843342493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.4, 'e': 0.0010384770646153282}",30,15,22.976919588950395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.4, 'e': 0.0010281440451747298}",25,20,9.630555672088972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.4, 'e': 0.0010179138409954376}",25,0,38.07320199235066,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.4, 'e': 0.0010077854290485105}",35,13,39.81769982765253,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.4, 'e': 0.000997757796484312}",20,11,16.02565308405278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.0009878299405312295}",20,12,12.675794474161018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.4, 'e': 0.0009780008683953946}",35,12,40.38951389793202,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.4, 'e': 0.0009682695971614017}",20,10,14.833537066112715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.4, 'e': 0.0009586351536940199}",20,3,31.331634499211162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.4, 'e': 0.0009490965745408727}",25,0,12.48415387953534,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
697,False,"{'a': 0.4, 'e': 0.0009396529058360961}",20,14,10.220152286610606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.4, 'e': 0.000930303203204949}",20,7,25.495200453703358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.4, 'e': 0.0009210465316693785}",20,11,16.137554838710642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.4, 'e': 0.0009118819655545162}",25,19,8.936555055005652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.4, 'e': 0.0009028085883961136}",20,6,28.60059091686563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.0008938254928488927}",35,21,22.48745744665567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.0008849317805958146}",20,12,17.292178831457434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.4, 'e': 0.0008761265622582417}",20,16,7.920318834575865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.4, 'e': 0.0008674089573070025}",20,10,-4.467160673361526,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
706,False,"{'a': 0.4, 'e': 0.0008587780939743365}",20,11,17.417257578582955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.4, 'e': 0.0008502331091667194}",25,19,10.298730900999777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.000841773148378549}",20,8,20.097415979625733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.4, 'e': 0.0008333973656066964}",20,15,9.153711996309072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.0008251049232659038}",30,12,32.67560646992831,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.0008168949921050283}",20,12,15.637197185022686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.4, 'e': 0.0008087667511241114}",20,10,17.467439685051257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.4, 'e': 0.0008007193874922814}",25,3,33.40305784865699,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.4, 'e': 0.0007927520964664684}",25,11,26.895157965624588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.4, 'e': 0.0007848640813109316}",25,15,19.358410814048753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.4, 'e': 0.0007770545532175816}",25,15,17.440903611096267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.4, 'e': 0.0007693227312271008}",25,13,23.970760092041488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.4, 'e': 0.0007616678421508473}",30,11,32.14060008634237,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.4, 'e': 0.0007540891204935333}",20,10,17.12190642696448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.0007465858083766792}",30,13,35.0843575402954,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.4, 'e': 0.0007391571554628196}",25,15,22.24408811961926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.4, 'e': 0.0007318024188804728}",25,19,7.578043883516723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.4, 'e': 0.0007245208631498506}",30,17,24.23254861268523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.4, 'e': 0.0007173117601093135}",25,15,19.34793253132787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.4, 'e': 0.000710174388842549}",20,12,14.608278389404733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.4, 'e': 0.0007031080356064829}",25,11,26.788864873490134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.0006961119937599021}",20,16,6.056219628987382,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.0006891855636927931}",20,9,21.38463021290499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.4, 'e': 0.0006823280527563766}",30,12,31.845372577733553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.4, 'e': 0.0006755387751938444}",25,7,18.279940029587554,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.4, 'e': 0.0006688170520717817}",25,7,34.356669758309195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.4, 'e': 0.0006621622112122764}",25,3,43.135511235441534,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.0006555735871256958}",35,24,18.182936755318195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.0006490505209441411}",20,13,14.13255698657118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.4, 'e': 0.0006425923603555573}",30,20,20.802382943560463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.4, 'e': 0.0006361984595385052}",30,16,22.13343828877608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.4, 'e': 0.000629868179097574}",30,16,25.220940500876285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.4, 'e': 0.0006236008859994445}",20,11,19.368792699481727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4, 'e': 0.0006173959535095834}",20,0,36.05889787585385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
740,False,"{'a': 0.4, 'e': 0.0006112527611295723}",20,8,23.731743316540786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.0006051706945350532}",25,11,22.336944200027414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.4, 'e': 0.0005991491455142981}",30,8,-5.553359521511396,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
743,False,"{'a': 0.4, 'e': 0.000593187511907387}",20,10,17.581613543551434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.0005872851975459907}",20,14,9.078050552333385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.4, 'e': 0.0005814416121937556}",20,6,23.433634783600017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.4, 'e': 0.0005756561714872761}",30,12,34.37089953864179,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.4, 'e': 0.0005699282968776604}",25,16,20.600886247623727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.4, 'e': 0.0005642574155726738}",20,15,10.479118351742898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.4, 'e': 0.0005586429604794611}",20,12,14.580207213624533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.4, 'e': 0.0005530843701478336}",20,12,15.557970809261965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.4, 'e': 0.0005475810887141261}",30,19,22.57306155937303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.4, 'e': 0.0005421325658456086}",20,11,19.16216027667294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.4, 'e': 0.0005367382566854548}",20,8,19.20159780536149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.4, 'e': 0.0005313976217982529}",25,18,15.563534509143729,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.4, 'e': 0.0005261101271160638}",20,12,13.580473494142655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.4, 'e': 0.0005208752438850122}",25,20,9.618073653419053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.4, 'e': 0.0005156924486124138}",20,7,18.627988827196727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.4, 'e': 0.0005105612230144218}",20,11,17.727869639865776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.4, 'e': 0.0005054810539642003}",20,16,10.85751762341187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.4, 'e': 0.0005004514334406104}",30,24,11.265897316046722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.4, 'e': 0.0004954718584774093}",25,10,23.07038051257404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.4, 'e': 0.0004905418311129505}",30,22,13.482776689927286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.4, 'e': 0.0004856608583403892}",20,13,11.908056123104437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.4, 'e': 0.0004808284520583803}",25,17,15.908093061193672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.4, 'e': 0.00047604412902226933}",30,19,19.066317712458257,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.4, 'e': 0.00047130741079576537}",20,16,5.587144837826538,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.4, 'e': 0.0004666178237030984}",20,16,6.629825062859017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.4, 'e': 0.0004619748987816513}",30,16,23.12550672487869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.4, 'e': 0.0004573781717350623}",20,8,19.95642549972017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.4, 'e': 0.00045282718288679695}",25,11,20.873677393300312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.4, 'e': 0.00044832147713417755}",20,12,12.872291819465598,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.4, 'e': 0.000443860603902874}",20,8,22.559294961060736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.4, 'e': 0.00043944411710184546}",20,15,8.196871429986082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.4, 'e': 0.0004350715750787321}",25,13,25.757214321575656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.4, 'e': 0.00043074254057568753}",20,11,17.952991276729787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.4, 'e': 0.00042645658068565383}",30,19,18.886438822310488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.4, 'e': 0.00042221326680906996}",20,11,18.41369785064582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.4, 'e': 0.0004180121746110129}",30,20,19.64650360246396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.4, 'e': 0.00041385288397876164}",20,9,18.05617912689985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.4, 'e': 0.0004097349789797868}",25,12,19.542906692312805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.4, 'e': 0.0004056580478201565}",20,14,10.806636480686647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.4, 'e': 0.0004016216828033581}",30,17,19.728308997046472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.4, 'e': 0.00039762548028952584}",25,12,22.844165793761587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.4, 'e': 0.0003936690406550783}",20,8,22.438916193459164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.4, 'e': 0.0003897519682527545}",20,8,20.903821083484274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.4, 'e': 0.00038587387137205064}",25,7,36.17815276781024,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.4, 'e': 0.0003820343622000467}",25,11,28.917632704443616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.4, 'e': 0.00037823305678262576}",20,11,15.517107080209886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.4, 'e': 0.000374469574986078}",30,1,43.85903289672189,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.4, 'e': 0.0003707435404590882}",20,0,30.54355761321129,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.4, 'e': 0.0003670545805950984}",20,15,7.690410224650159,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.4, 'e': 0.0003634023264950478}",25,14,20.197709629445463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.4, 'e': 0.00035978641293048274}",20,10,18.79540576314245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.4, 'e': 0.00035620647830703403}",25,10,28.259125992679774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.4, 'e': 0.00035266216462825575}",25,15,18.161999979715915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.4, 'e': 0.0003491531174598264}",30,10,30.583502541626366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.4, 'e': 0.00034567898589410494}",30,21,21.064826853911253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.4, 'e': 0.0003422394225150394}",20,6,24.337164564366024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.4, 'e': 0.0003388340833634261}",20,11,17.949719012316464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.4, 'e': 0.00033546262790251185}",20,15,10.251878423596537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.4, 'e': 0.00033212471898394095}",25,12,25.808847231330304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.4, 'e': 0.00032882002281403995}",20,7,23.47803610253174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.4, 'e': 0.00032554820892043796}",20,12,14.289932629148673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.4, 'e': 0.00032230895011901855}",20,14,13.168997011055689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.4, 'e': 0.00031910192248120326}",30,6,40.634061868607155,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.4, 'e': 0.00031592680530155527}",35,18,29.45105745850901,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.4, 'e': 0.00031278328106571065}",20,14,8.706943094482591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.4, 'e': 0.0003096710354186262}",20,14,11.047720880592458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.4, 'e': 0.0003065897571331437}",25,0,35.258786922751206,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
810,False,"{'a': 0.4, 'e': 0.0003035391380788668}",30,15,26.399392516929886,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.4, 'e': 0.0003005188731913479}",20,7,21.46965743972683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.4, 'e': 0.0002975286604415808}",25,11,25.60734859153353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.4, 'e': 0.0002945682008057998}",30,13,33.85291548690251,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.4, 'e': 0.0002916371982355737}",20,11,16.297805534975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.4, 'e': 0.000288735359628203}",25,6,30.298560455492275,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
