trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
77,False,"{'a': 0.4, 'e': 0.46301306831122807}",20,8,0.7397355122696261,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.4, 'e': 0.4584060113052235}",20,11,-35.81029151494413,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.4, 'e': 0.45384479528235583}",20,4,21.276843889825802,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.4, 'e': 0.44932896411722156}",25,9,-21.657131872845667,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
81,False,"{'a': 0.4, 'e': 0.4448580662229411}",30,17,-73.90211587191837,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
82,False,"{'a': 0.4, 'e': 0.44043165450599925}",20,10,-23.220984854429798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
83,False,"{'a': 0.4, 'e': 0.43604928632153556}",25,4,22.65927056178433,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.4, 'e': 0.43171052342907973}",20,5,4.960153057690169,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.4, 'e': 0.4274149319487267}",20,0,-8.677536781997624,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
86,False,"{'a': 0.4, 'e': 0.4231620823177488}",25,12,-11.080617077949562,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
87,False,"{'a': 0.4, 'e': 0.418951549247639}",25,2,-42.33481168842389,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
88,False,"{'a': 0.4, 'e': 0.4147829116815814}",25,7,-115.64983824052236,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
89,False,"{'a': 0.4, 'e': 0.4106557527523455}",30,14,-23.635555420120543,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
90,False,"{'a': 0.4, 'e': 0.4065696597405991}",20,2,-4.005615741641895,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.40252422403363597}",20,0,-25.78320993264373,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
92,False,"{'a': 0.4, 'e': 0.39851904108451414}",20,0,-47.37029668235287,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
93,False,"{'a': 0.4, 'e': 0.3945537103716011}",30,0,-80.2555023129213,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",1
94,False,"{'a': 0.4, 'e': 0.3906278353585211}",20,0,14.87577253321348,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.3867410234545012}",25,6,-30.686706007226707,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.4, 'e': 0.38289288597511206}",20,6,22.236093594991882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.4, 'e': 0.37908303810339883}",20,1,-34.732945685853906,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
98,False,"{'a': 0.4, 'e': 0.37531109885139957}",20,0,-53.16128895147704,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.4, 'e': 0.3715766910220457}",20,11,11.539424777447202,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.4, 'e': 0.36787944117144233}",25,2,0.3646546157557071,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.3642189795715233}",20,8,-40.19775411046894,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.4, 'e': 0.3605949401730783}",25,0,-26.237773644036544,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
103,False,"{'a': 0.4, 'e': 0.3570069605691474}",25,13,-32.94958064571801,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.4, 'e': 0.35345468195878016}",25,12,-62.17953258248826,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
105,False,"{'a': 0.4, 'e': 0.3499377491111553}",25,9,5.614144688024045,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.4, 'e': 0.3464558103300574}",20,3,-13.189282835400954,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.34300851741870664}",20,3,-94.22385930285385,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
108,False,"{'a': 0.4, 'e': 0.3395955256449391}",20,9,17.83079394138285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.4, 'e': 0.33621649370673334}",20,13,-38.5773768037309,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
110,False,"{'a': 0.4, 'e': 0.33287108369807955}",20,0,-40.144577179998166,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.4, 'e': 0.32955896107518906}",20,15,8.537131867406828,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.4, 'e': 0.32627979462303947}",30,6,-86.96336223970728,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 2}",1
113,False,"{'a': 0.4, 'e': 0.3230332564222529}",20,14,-30.312348691105456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.4, 'e': 0.31981902181630384}",20,5,-17.967734185144057,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.31663676937905316}",30,8,16.460083288775923,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.4, 'e': 0.3134861808826053}",35,17,4.863532948047808,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.31036694126548503}",30,19,5.957495216114226,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.4, 'e': 0.30727873860113125}",20,4,-14.05568585033896,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.3042212640667041}",20,0,-115.29976583861279,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
120,False,"{'a': 0.4, 'e': 0.30119421191220214}",20,7,8.30295833170075,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.2981972794298874}",20,0,-113.69197207592391,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
122,False,"{'a': 0.4, 'e': 0.2952301669240142}",25,13,-15.164690098242975,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.2922925776808594}",20,0,-16.63420729647958,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
124,False,"{'a': 0.4, 'e': 0.2893842179390506}",30,6,34.92907482429332,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.4, 'e': 0.2865047968601901}",35,22,14.440395287927137,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.4, 'e': 0.2836540264997704}",25,9,-94.53609493315693,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
127,False,"{'a': 0.4, 'e': 0.2808316217783798}",25,13,-19.88042178844092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.4, 'e': 0.27803730045319414}",30,7,-14.58127846033415,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.4, 'e': 0.27527078308975234}",20,0,8.327946974606263,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.4, 'e': 0.2725317930340126}",30,7,13.893063648977757,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.2698200563846868}",20,4,-71.10982516244134,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
132,False,"{'a': 0.4, 'e': 0.26713530196585034}",25,14,11.702707292905705,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.26447726129982396}",20,12,-6.145624343315502,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.261845668580326}",20,9,-4.094834597135269,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.2592402606458915}",30,10,-15.33844772506524,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.2566607769535559}",25,12,0.14994214125159333,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.25410695955280027}",25,0,-41.65766020055905,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
138,False,"{'a': 0.4, 'e': 0.25157855305975646}",25,19,3.3690517713377415,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.24907530463166816}",30,16,16.74110996926202,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.24659696394160643}",30,12,-45.313176650907245,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
141,False,"{'a': 0.4, 'e': 0.2441432831534371}",30,6,36.83295412789244,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.24171401689703645}",30,21,19.722450430122173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.23930892224375455}",20,10,19.23079294492328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.23692775868212176}",30,12,-99.72477521564488,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
145,False,"{'a': 0.4, 'e': 0.23457028809379765}",30,0,-13.443746216080505,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.4, 'e': 0.23223627472975883}",20,7,-40.94194516958444,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.4, 'e': 0.22992548518672384}",25,2,11.541718877351613,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.22763768838381274}",30,0,-44.26719844736519,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.4, 'e': 0.22537265553943872}",20,9,-17.76476296536509,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.4, 'e': 0.22313016014842982}",30,1,42.31695427454401,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.2209099779593782}",25,3,10.326876125728333,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.4, 'e': 0.21871188695221475}",20,11,15.574488568882568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.21653566731600707}",25,13,-8.019455529316684,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.4, 'e': 0.21438110142697794}",30,17,-22.36151683810939,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.21224797382674304}",20,10,-4.319146971101017,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.4, 'e': 0.21013607120076472}",25,11,-25.379816764328098,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.4, 'e': 0.20804518235702046}",20,0,-85.40864251790403,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
158,False,"{'a': 0.4, 'e': 0.20597509820488344}",25,13,-22.801464015385406,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.20392561173421342}",30,19,24.657308275147734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.4, 'e': 0.20189651799465538}",25,3,26.788346226671635,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.4, 'e': 0.1998876140751445}",25,0,-4.220130167718408,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
162,False,"{'a': 0.4, 'e': 0.19789869908361465}",25,13,23.158754927974904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.19592957412690934}",20,1,-10.078525604735505,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
164,False,"{'a': 0.4, 'e': 0.19398004229089189}",30,14,3.2642898365737714,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.4, 'e': 0.19204990862075408}",25,7,-18.491690043145912,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.1901389801015205}",20,9,6.9741463290382475,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.1882470656387468}",20,10,6.605311645503718,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.4, 'e': 0.18637397603940997}",30,7,13.202505888794088,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.4, 'e': 0.18451952399298926}",25,11,28.338862523578754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.4, 'e': 0.18268352405273466}",20,6,5.945286183480219,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.1808657926171221}",25,0,19.249531107817514,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.4, 'e': 0.17906614791149322}",25,14,-14.73008073290691,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.4, 'e': 0.17728440996987782}",25,0,-15.770280665105325,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
174,False,"{'a': 0.4, 'e': 0.17552040061699686}",25,0,37.13399302154212,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.4, 'e': 0.17377394345044514}",20,11,15.052519293146155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4, 'e': 0.17204486382305054}",25,6,23.72927851236717,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.4, 'e': 0.17033298882540943}",20,0,15.502470348323527,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.4, 'e': 0.1686381472685955}",30,20,10.425803796119986,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.4, 'e': 0.1669601696670407}",20,11,17.58156465467348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.4, 'e': 0.16529888822158653}",35,12,-87.1362196777033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 3}",1
181,False,"{'a': 0.4, 'e': 0.16365413680270405}",25,3,-13.581210710437933,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.4, 'e': 0.16202575093388075}",35,1,-83.92962643912493,"{0: 26, 1: 2, 2: 3, 3: 2, 4: 1}",1
183,False,"{'a': 0.4, 'e': 0.16041356777517274}",35,23,-20.128791018799152,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.4, 'e': 0.15881742610692068}",25,0,-7.351938832729656,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
185,False,"{'a': 0.4, 'e': 0.1572371663136276}",20,0,18.717923116130187,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.4, 'e': 0.1556726303679973}",20,15,8.963461298165331,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.4, 'e': 0.1541236618151314}",20,8,18.83824998274158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.4, 'e': 0.15259010575688386}",20,3,23.914201219572032,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.15107180883637084}",20,6,16.6468507525483,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.4, 'e': 0.14956861922263504}",25,6,32.34128645423695,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4, 'e': 0.14808038659546244}",30,23,11.794769542756153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.14660696213035015}",20,3,-51.129372814887454,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
193,False,"{'a': 0.4, 'e': 0.14514819848362373}",25,15,15.811784948047778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.14370394977770293}",25,6,-3.367644185724065,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.4, 'e': 0.1422740715865136}",25,15,7.3256239679420165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.140858420921045}",25,17,-25.473624352855097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.4, 'e': 0.13945685621505094}",30,14,23.30679241326346,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.13806923731089282}",25,18,10.841834076766087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.13669542544552385}",20,16,6.189961931522193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.4, 'e': 0.1353352832366127}",20,8,12.448473499473943,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.13398867466880493}",25,7,18.673367414575694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.13265546508012172}",20,0,-13.727826482834198,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
203,False,"{'a': 0.4, 'e': 0.13133552114849303}",20,11,15.625750899546656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.1300287108784259}",25,2,-7.966300136044234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.4, 'e': 0.12873490358780423}",25,0,9.594362303691128,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
206,False,"{'a': 0.4, 'e': 0.12745396989482075}",20,2,-2.6976339290594122,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.12618578170503877}",30,18,7.3594118445909205,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.12493021219858241}",25,9,26.37679010181815,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.12368713581745483}",20,6,22.127106103211513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.1224564282529819}",25,9,22.47680600628295,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.12123796643338168}",25,14,-41.2403381752785,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
212,False,"{'a': 0.4, 'e': 0.12003162851145673}",20,10,19.30952935948674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.4, 'e': 0.11883729385240965}",20,6,13.062220211757461,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.11765484302177918}",20,12,15.925397112126129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.11648415777349697}",20,14,10.894197681223257,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.11532512103806251}",25,12,25.30606382807852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.4, 'e': 0.1141776169108365}",25,6,25.511846246206808,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.11304153064044985}",20,14,13.36100511884528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.11191674861732888}",25,15,1.507006763796938,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.4, 'e': 0.11080315836233387}",30,22,-28.804987649608865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.4, 'e': 0.10970064851551141}",35,19,20.077060921010343,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.4, 'e': 0.10860910882495796}",20,10,10.34553510549576,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.10752843013579495}",20,13,12.941573024171836,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.4, 'e': 0.1064585043792528}",25,15,-31.370747941816592,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.4, 'e': 0.10539922456186433}",25,5,35.41329302034332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.104350484754765}",20,14,-2.0856375186116916,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.1033121800831002}",20,2,19.492515039820322,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.4, 'e': 0.10228420671553744}",20,12,15.11633463268993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.1012664618538834}",20,10,4.550588341067719,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.1002588437228037}",20,2,-13.963042301927794,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.4, 'e': 0.09926125155964566}",25,8,29.764949160597986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.09827358560436154}",20,0,32.158047225264504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.4, 'e': 0.09729574708953276}",30,16,22.762599186909505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.4, 'e': 0.09632763823049303}",25,8,22.053126605938157,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.09536916221554961}",20,13,3.682317004967596,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.4, 'e': 0.09442022319630235}",25,15,16.670189643249333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.4, 'e': 0.09348072627805847}",30,13,-9.356015864696422,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.09255057751034329}",25,17,13.476176799179274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.09162968387750484}",20,8,21.391273635969476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.09071795328941251}",30,7,39.56424384703066,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.4, 'e': 0.08981529457224763}",20,3,17.10699116075974,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.4, 'e': 0.08892161745938634}",25,13,10.469101769315612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.08803683258237255}",30,15,24.201502942664995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.0871608514619813}",35,21,-68.34635109988965,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
245,False,"{'a': 0.4, 'e': 0.0862935864993705}",25,8,7.402555061168676,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.08543495096732123}",25,13,-1.682049142836375,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.08458485900156469}",20,13,13.0127322149051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.4, 'e': 0.08374322559219596}",25,12,24.74679911784095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.08290996657517266}",20,0,-25.21883210823713,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.4, 'e': 0.0820849986238988}",30,11,32.75343584382811,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.4, 'e': 0.08126823924089167}",30,16,21.07283364574713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.08045960674953244}",20,12,-25.966282165502687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.4, 'e': 0.07965902028589801}",25,1,25.708144177554342,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.07886639979067495}",20,1,27.220494625543303,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.07808166600115313}",20,0,13.484696716095732,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.4, 'e': 0.07730474044329974}",30,8,35.24371672747065,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.07653554542391151}",20,14,11.467786184067258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.07577400402284548}",25,7,13.768842889276502,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.4, 'e': 0.07502004008532698}",25,17,15.626023953256254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.07427357821433388}",30,17,22.138027033840373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.0735345437630571}",20,12,13.114970204706824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
